PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
446,1,male,4,0,2,81.8583,S,Y
447,2,female,13,0,1,19.5,S,Y
448,1,male,34,0,0,26.55,S,Y
449,3,female,5,2,1,19.2583,C,Y
450,1,male,52,0,0,30.5,S,Y
451,2,male,36,1,2,27.75,S,N
452,3,male,?,1,0,19.9667,S,N
453,1,male,30,0,0,27.75,C,N
454,1,male,49,1,0,89.1042,C,Y
455,3,male,?,0,0,8.05,S,N
456,3,male,29,0,0,7.8958,C,Y
457,1,male,65,0,0,26.55,S,N
458,1,female,?,1,0,51.8625,S,Y
459,2,female,50,0,0,10.5,S,Y
460,3,male,?,0,0,7.75,Q,N
461,1,male,48,0,0,26.55,S,Y
462,3,male,34,0,0,8.05,S,N
463,1,male,47,0,0,38.5,S,N
464,2,male,48,0,0,13,S,N
465,3,male,?,0,0,8.05,S,N
466,3,male,38,0,0,7.05,S,N
467,2,male,?,0,0,0,S,N
468,1,male,56,0,0,26.55,S,N
469,3,male,?,0,0,7.725,Q,N
470,3,female,0.75,2,1,19.2583,C,Y
471,3,male,?,0,0,7.25,S,N
472,3,male,38,0,0,8.6625,S,N
473,2,female,33,1,2,27.75,S,Y
474,2,female,23,0,0,13.7917,C,Y
475,3,female,22,0,0,9.8375,S,N
476,1,male,?,0,0,52,S,N
477,2,male,34,1,0,21,S,N
478,3,male,29,1,0,7.0458,S,N
479,3,male,22,0,0,7.5208,S,N
480,3,female,2,0,1,12.2875,S,Y
481,3,male,9,5,2,46.9,S,N
482,2,male,?,0,0,0,S,N
483,3,male,50,0,0,8.05,S,N
484,3,female,63,0,0,9.5875,S,Y
485,1,male,25,1,0,91.0792,C,Y
486,3,female,?,3,1,25.4667,S,N
487,1,female,35,1,0,90,S,Y
488,1,male,58,0,0,29.7,C,N
489,3,male,30,0,0,8.05,S,N
490,3,male,9,1,1,15.9,S,Y
491,3,male,?,1,0,19.9667,S,N
492,3,male,21,0,0,7.25,S,N
493,1,male,55,0,0,30.5,S,N
494,1,male,71,0,0,49.5042,C,N
495,3,male,21,0,0,8.05,S,N
496,3,male,?,0,0,14.4583,C,N
497,1,female,54,1,0,78.2667,C,Y
498,3,male,?,0,0,15.1,S,N
499,1,female,25,1,2,151.55,S,N
500,3,male,24,0,0,7.7958,S,N
501,3,male,17,0,0,8.6625,S,N
502,3,female,21,0,0,7.75,Q,N
503,3,female,?,0,0,7.6292,Q,N
504,3,female,37,0,0,9.5875,S,N
505,1,female,16,0,0,86.5,S,Y
506,1,male,18,1,0,108.9,C,N
507,2,female,33,0,2,26,S,Y
508,1,male,?,0,0,26.55,S,Y
509,3,male,28,0,0,22.525,S,N
510,3,male,26,0,0,56.4958,S,Y
511,3,male,29,0,0,7.75,Q,Y
512,3,male,?,0,0,8.05,S,N
513,1,male,36,0,0,26.2875,S,Y
514,1,female,54,1,0,59.4,C,Y
515,3,male,24,0,0,7.4958,S,N
516,1,male,47,0,0,34.0208,S,N
517,2,female,34,0,0,10.5,S,Y
518,3,male,?,0,0,24.15,Q,N
519,2,female,36,1,0,26,S,Y
520,3,male,32,0,0,7.8958,S,N
521,1,female,30,0,0,93.5,S,Y
522,3,male,22,0,0,7.8958,S,N
523,3,male,?,0,0,7.225,C,N
524,1,female,44,0,1,57.9792,C,Y
525,3,male,?,0,0,7.2292,C,N
526,3,male,40.5,0,0,7.75,Q,N
527,2,female,50,0,0,10.5,S,Y
528,1,male,?,0,0,221.7792,S,N
529,3,male,39,0,0,7.925,S,N
530,2,male,23,2,1,11.5,S,N
531,2,female,2,1,1,26,S,Y
532,3,male,?,0,0,7.2292,C,N
533,3,male,17,1,1,7.2292,C,N
534,3,female,?,0,2,22.3583,C,Y
535,3,female,30,0,0,8.6625,S,N
536,2,female,7,0,2,26.25,S,Y
537,1,male,45,0,0,26.55,S,N
538,1,female,30,0,0,106.425,C,Y
539,3,male,?,0,0,14.5,S,N
540,1,female,22,0,2,49.5,C,Y
541,1,female,36,0,2,71,S,Y
542,3,female,9,4,2,31.275,S,N
543,3,female,11,4,2,31.275,S,N
544,2,male,32,1,0,26,S,Y
545,1,male,50,1,0,106.425,C,N
546,1,male,64,0,0,26,S,N
547,2,female,19,1,0,26,S,Y
548,2,male,?,0,0,13.8625,C,Y
549,3,male,33,1,1,20.525,S,N
550,2,male,8,1,1,36.75,S,Y
551,1,male,17,0,2,110.8833,C,Y
552,2,male,27,0,0,26,S,N
553,3,male,?,0,0,7.8292,Q,N
554,3,male,22,0,0,7.225,C,Y
555,3,female,22,0,0,7.775,S,Y
556,1,male,62,0,0,26.55,S,N
557,1,female,48,1,0,39.6,C,Y
558,1,male,?,0,0,227.525,C,N
559,1,female,39,1,1,79.65,S,Y
560,3,female,36,1,0,17.4,S,Y
561,3,male,?,0,0,7.75,Q,N
562,3,male,40,0,0,7.8958,S,N
563,2,male,28,0,0,13.5,S,N
564,3,male,?,0,0,8.05,S,N
565,3,female,?,0,0,8.05,S,N
566,3,male,24,2,0,24.15,S,N
567,3,male,19,0,0,7.8958,S,N
568,3,female,29,0,4,21.075,S,N
569,3,male,?,0,0,7.2292,C,N
570,3,male,32,0,0,7.8542,S,Y
571,2,male,62,0,0,10.5,S,Y
572,1,female,53,2,0,51.4792,S,Y
573,1,male,36,0,0,26.3875,S,Y
574,3,female,?,0,0,7.75,Q,Y
575,3,male,16,0,0,8.05,S,N
576,3,male,19,0,0,14.5,S,N
577,2,female,34,0,0,13,S,Y
578,1,female,39,1,0,55.9,S,Y
579,3,female,?,1,0,14.4583,C,N
580,3,male,32,0,0,7.925,S,Y
581,2,female,25,1,1,30,S,Y
582,1,female,39,1,1,110.8833,C,Y
583,2,male,54,0,0,26,S,N
584,1,male,36,0,0,40.125,C,N
585,3,male,?,0,0,8.7125,C,N
586,1,female,18,0,2,79.65,S,Y
587,2,male,47,0,0,15,S,N
588,1,male,60,1,1,79.2,C,Y
589,3,male,22,0,0,8.05,S,N
590,3,male,?,0,0,8.05,S,N
591,3,male,35,0,0,7.125,S,N
592,1,female,52,1,0,78.2667,C,Y
593,3,male,47,0,0,7.25,S,N
594,3,female,?,0,2,7.75,Q,N
595,2,male,37,1,0,26,S,N
596,3,male,36,1,1,24.15,S,N
597,2,female,?,0,0,33,S,Y
598,3,male,49,0,0,0,S,N
599,3,male,?,0,0,7.225,C,N
600,1,male,49,1,0,56.9292,C,Y
601,2,female,24,2,1,27,S,Y
602,3,male,?,0,0,7.8958,S,N
603,1,male,?,0,0,42.4,S,N
604,3,male,44,0,0,8.05,S,N
605,1,male,35,0,0,26.55,C,Y
606,3,male,36,1,0,15.55,S,N
607,3,male,30,0,0,7.8958,S,N
608,1,male,27,0,0,30.5,S,Y
609,2,female,22,1,2,41.5792,C,Y
610,1,female,40,0,0,153.4625,S,Y
611,3,female,39,1,5,31.275,S,N
612,3,male,?,0,0,7.05,S,N
613,3,female,?,1,0,15.5,Q,Y
614,3,male,?,0,0,7.75,Q,N
615,3,male,35,0,0,8.05,S,N
616,2,female,24,1,2,65,S,Y
617,3,male,34,1,1,14.4,S,N
618,3,female,26,1,0,16.1,S,N
619,2,female,4,2,1,39,S,Y
620,2,male,26,0,0,10.5,S,N
621,3,male,27,1,0,14.4542,C,N
622,1,male,42,1,0,52.5542,S,Y
623,3,male,20,1,1,15.7417,C,Y
624,3,male,21,0,0,7.8542,S,N
625,3,male,21,0,0,16.1,S,N
626,1,male,61,0,0,32.3208,S,N
627,2,male,57,0,0,12.35,Q,N
628,1,female,21,0,0,77.9583,S,Y
629,3,male,26,0,0,7.8958,S,N
630,3,male,?,0,0,7.7333,Q,N
631,1,male,80,0,0,30,S,Y
632,3,male,51,0,0,7.0542,S,N
633,1,male,32,0,0,30.5,C,Y
634,1,male,?,0,0,0,S,N
635,3,female,9,3,2,27.9,S,N
636,2,female,28,0,0,13,S,Y
637,3,male,32,0,0,7.925,S,N
638,2,male,31,1,1,26.25,S,N
639,3,female,41,0,5,39.6875,S,N
640,3,male,?,1,0,16.1,S,N
641,3,male,20,0,0,7.8542,S,N
642,1,female,24,0,0,69.3,C,Y
643,3,female,2,3,2,27.9,S,N
644,3,male,?,0,0,56.4958,S,Y
645,3,female,0.75,2,1,19.2583,C,Y
646,1,male,48,1,0,76.7292,C,Y
647,3,male,19,0,0,7.8958,S,N
648,1,male,56,0,0,35.5,C,Y
649,3,male,?,0,0,7.55,S,N
650,3,female,23,0,0,7.55,S,Y
651,3,male,?,0,0,7.8958,S,N
652,2,female,18,0,1,23,S,Y
653,3,male,21,0,0,8.4333,S,N
654,3,female,?,0,0,7.8292,Q,Y
655,3,female,18,0,0,6.75,Q,N
656,2,male,24,2,0,73.5,S,N
657,3,male,?,0,0,7.8958,S,N
658,3,female,32,1,1,15.5,Q,N
659,2,male,23,0,0,13,S,N
660,1,male,58,0,2,113.275,C,N
661,1,male,50,2,0,133.65,S,Y
662,3,male,40,0,0,7.225,C,N
663,1,male,47,0,0,25.5875,S,N
664,3,male,36,0,0,7.4958,S,N
665,3,male,20,1,0,7.925,S,Y
666,2,male,32,2,0,73.5,S,N
667,2,male,25,0,0,13,S,N
668,3,male,?,0,0,7.775,S,N
669,3,male,43,0,0,8.05,S,N
670,1,female,?,1,0,52,S,Y
671,2,female,40,1,1,39,S,Y
672,1,male,31,1,0,52,S,N
673,2,male,70,0,0,10.5,S,N
674,2,male,31,0,0,13,S,Y
675,2,male,?,0,0,0,S,N
676,3,male,18,0,0,7.775,S,N
677,3,male,24.5,0,0,8.05,S,N
678,3,female,18,0,0,9.8417,S,Y
679,3,female,43,1,6,46.9,S,N
680,1,male,36,0,1,512.3292,C,Y
681,3,female,?,0,0,8.1375,Q,N
682,1,male,27,0,0,76.7292,C,Y
683,3,male,20,0,0,9.225,S,N
684,3,male,14,5,2,46.9,S,N
685,2,male,60,1,1,39,S,N
686,2,male,25,1,2,41.5792,C,N
687,3,male,14,4,1,39.6875,S,N
688,3,male,19,0,0,10.1708,S,N
689,3,male,18,0,0,7.7958,S,N
690,1,female,15,0,1,211.3375,S,Y
691,1,male,31,1,0,57,S,Y
692,3,female,4,0,1,13.4167,C,Y
693,3,male,?,0,0,56.4958,S,Y
694,3,male,25,0,0,7.225,C,N
695,1,male,60,0,0,26.55,S,N
696,2,male,52,0,0,13.5,S,N
697,3,male,44,0,0,8.05,S,N
698,3,female,?,0,0,7.7333,Q,Y
699,1,male,49,1,1,110.8833,C,N
700,3,male,42,0,0,7.65,S,N
701,1,female,18,1,0,227.525,C,Y
702,1,male,35,0,0,26.2875,S,Y
703,3,female,18,0,1,14.4542,C,N
704,3,male,25,0,0,7.7417,Q,N
705,3,male,26,1,0,7.8542,S,N
706,2,male,39,0,0,26,S,N
707,2,female,45,0,0,13.5,S,Y
708,1,male,42,0,0,26.2875,S,Y
709,1,female,22,0,0,151.55,S,Y
710,3,male,?,1,1,15.2458,C,Y
711,1,female,24,0,0,49.5042,C,Y
712,1,male,?,0,0,26.55,S,N
713,1,male,48,1,0,52,S,Y
714,3,male,29,0,0,9.4833,S,N
715,2,male,52,0,0,13,S,N
716,3,male,19,0,0,7.65,S,N
717,1,female,38,0,0,227.525,C,Y
718,2,female,27,0,0,10.5,S,Y
719,3,male,?,0,0,15.5,Q,N
720,3,male,33,0,0,7.775,S,N
721,2,female,6,0,1,33,S,Y
722,3,male,17,1,0,7.0542,S,N
723,2,male,34,0,0,13,S,N
724,2,male,50,0,0,13,S,N
725,1,male,27,1,0,53.1,S,Y
726,3,male,20,0,0,8.6625,S,N
727,2,female,30,3,0,21,S,Y
728,3,female,?,0,0,7.7375,Q,Y
729,2,male,25,1,0,26,S,N
730,3,female,25,1,0,7.925,S,N
731,1,female,29,0,0,211.3375,S,Y
732,3,male,11,0,0,18.7875,C,N
733,2,male,?,0,0,0,S,N
734,2,male,23,0,0,13,S,N
735,2,male,23,0,0,13,S,N
736,3,male,28.5,0,0,16.1,S,N
737,3,female,48,1,3,34.375,S,N
738,1,male,35,0,0,512.3292,C,Y
739,3,male,?,0,0,7.8958,S,N
740,3,male,?,0,0,7.8958,S,N
741,1,male,?,0,0,30,S,Y
742,1,male,36,1,0,78.85,S,N
743,1,female,21,2,2,262.375,C,Y
744,3,male,24,1,0,16.1,S,N
745,3,male,31,0,0,7.925,S,Y
746,1,male,70,1,1,71,S,N
747,3,male,16,1,1,20.25,S,N
748,2,female,30,0,0,13,S,Y
749,1,male,19,1,0,53.1,S,N
750,3,male,31,0,0,7.75,Q,N
751,2,female,4,1,1,23,S,Y
752,3,male,6,0,1,12.475,S,Y
753,3,male,33,0,0,9.5,S,N
754,3,male,23,0,0,7.8958,S,N
755,2,female,48,1,2,65,S,Y
756,2,male,0.67,1,1,14.5,S,Y
757,3,male,28,0,0,7.7958,S,N
758,2,male,18,0,0,11.5,S,N
759,3,male,34,0,0,8.05,S,N
760,1,female,33,0,0,86.5,S,Y
761,3,male,?,0,0,14.5,S,N
762,3,male,41,0,0,7.125,S,N
763,3,male,20,0,0,7.2292,C,Y
764,1,female,36,1,2,120,S,Y
765,3,male,16,0,0,7.775,S,N
766,1,female,51,1,0,77.9583,S,Y
767,1,male,?,0,0,39.6,C,N
768,3,female,30.5,0,0,7.75,Q,N
769,3,male,?,1,0,24.15,Q,N
770,3,male,32,0,0,8.3625,S,N
771,3,male,24,0,0,9.5,S,N
772,3,male,48,0,0,7.8542,S,N
773,2,female,57,0,0,10.5,S,N
774,3,male,?,0,0,7.225,C,N
775,2,female,54,1,3,23,S,Y
776,3,male,18,0,0,7.75,S,N
777,3,male,?,0,0,7.75,Q,N
778,3,female,5,0,0,12.475,S,Y
779,3,male,?,0,0,7.7375,Q,N
780,1,female,43,0,1,211.3375,S,Y
781,3,female,13,0,0,7.2292,C,Y
782,1,female,17,1,0,57,S,Y
783,1,male,29,0,0,30,S,N
784,3,male,?,1,2,23.45,S,N
785,3,male,25,0,0,7.05,S,N
786,3,male,25,0,0,7.25,S,N
787,3,female,18,0,0,7.4958,S,Y
788,3,male,8,4,1,29.125,Q,N
789,3,male,1,1,2,20.575,S,Y
790,1,male,46,0,0,79.2,C,N
791,3,male,?,0,0,7.75,Q,N
792,2,male,16,0,0,26,S,N
793,3,female,?,8,2,69.55,S,N
794,1,male,?,0,0,30.6958,C,N
795,3,male,25,0,0,7.8958,S,N
796,2,male,39,0,0,13,S,N
797,1,female,49,0,0,25.9292,S,Y
798,3,female,31,0,0,8.6833,S,Y
799,3,male,30,0,0,7.2292,C,N
800,3,female,30,1,1,24.15,S,N
801,2,male,34,0,0,13,S,N
802,2,female,31,1,1,26.25,S,Y
803,1,male,11,1,2,120,S,Y
804,3,male,0.42,0,1,8.5167,C,Y
805,3,male,27,0,0,6.975,S,Y
806,3,male,31,0,0,7.775,S,N
807,1,male,39,0,0,0,S,N
808,3,female,18,0,0,7.775,S,N
809,2,male,39,0,0,13,S,N
810,1,female,33,1,0,53.1,S,Y
811,3,male,26,0,0,7.8875,S,N
812,3,male,39,0,0,24.15,S,N
813,2,male,35,0,0,10.5,S,N
814,3,female,6,4,2,31.275,S,N
815,3,male,30.5,0,0,8.05,S,N
816,1,male,?,0,0,0,S,N
817,3,female,23,0,0,7.925,S,N
818,2,male,31,1,1,37.0042,C,N
819,3,male,43,0,0,6.45,S,N
820,3,male,10,3,2,27.9,S,N
821,1,female,52,1,1,93.5,S,Y
822,3,male,27,0,0,8.6625,S,Y
823,1,male,38,0,0,0,S,N
824,3,female,27,0,1,12.475,S,Y
825,3,male,2,4,1,39.6875,S,N
826,3,male,?,0,0,6.95,Q,N
827,3,male,?,0,0,56.4958,S,N
828,2,male,1,0,2,37.0042,C,Y
829,3,male,?,0,0,7.75,Q,Y
830,1,female,62,0,0,80,?,Y
831,3,female,15,1,0,14.4542,C,Y
832,2,male,0.83,1,1,18.75,S,Y
833,3,male,?,0,0,7.2292,C,N
834,3,male,23,0,0,7.8542,S,N
835,3,male,18,0,0,8.3,S,N
836,1,female,39,1,1,83.1583,C,Y
837,3,male,21,0,0,8.6625,S,N
838,3,male,?,0,0,8.05,S,N
839,3,male,32,0,0,56.4958,S,Y
840,1,male,?,0,0,29.7,C,Y
841,3,male,20,0,0,7.925,S,N
842,2,male,16,0,0,10.5,S,N
843,1,female,30,0,0,31,C,Y
844,3,male,34.5,0,0,6.4375,C,N
845,3,male,17,0,0,8.6625,S,N
846,3,male,42,0,0,7.55,S,N
847,3,male,?,8,2,69.55,S,N
848,3,male,35,0,0,7.8958,C,N
849,2,male,28,0,1,33,S,N
850,1,female,?,1,0,89.1042,C,Y
851,3,male,4,4,2,31.275,S,N
852,3,male,74,0,0,7.775,S,N
853,3,female,9,1,1,15.2458,C,N
854,1,female,16,0,1,39.4,S,Y
855,2,female,44,1,0,26,S,N
856,3,female,18,0,1,9.35,S,Y
857,1,female,45,1,1,164.8667,S,Y
858,1,male,51,0,0,26.55,S,Y
859,3,female,24,0,3,19.2583,C,Y
860,3,male,?,0,0,7.2292,C,N
861,3,male,41,2,0,14.1083,S,N
862,2,male,21,1,0,11.5,S,N
863,1,female,48,0,0,25.9292,S,Y
864,3,female,?,8,2,69.55,S,N
865,2,male,24,0,0,13,S,N
866,2,female,42,0,0,13,S,Y
867,2,female,27,1,0,13.8583,C,Y
868,1,male,31,0,0,50.4958,S,N
869,3,male,?,0,0,9.5,S,N
870,3,male,4,1,1,11.1333,S,Y
871,3,male,26,0,0,7.8958,S,N
872,1,female,47,1,1,52.5542,S,Y
873,1,male,33,0,0,5,S,N
874,3,male,47,0,0,9,S,N
875,2,female,28,1,0,24,C,Y
876,3,female,15,0,0,7.225,C,Y
877,3,male,20,0,0,9.8458,S,N
878,3,male,19,0,0,7.8958,S,N
879,3,male,?,0,0,7.8958,S,N
880,1,female,56,0,1,83.1583,C,Y
881,2,female,25,0,1,26,S,Y
882,3,male,33,0,0,7.8958,S,N
883,3,female,22,0,0,10.5167,S,N
884,2,male,28,0,0,10.5,S,N
885,3,male,25,0,0,7.05,S,N
886,3,female,39,0,5,29.125,Q,N
887,2,male,27,0,0,13,S,N
888,1,female,19,0,0,30,S,Y
889,3,female,?,1,2,23.45,S,N
890,1,male,26,0,0,30,C,Y
891,3,male,32,0,0,7.75,Q,N
